id	user	icon	portrait	Italian	Japanese	Final Notes	pic	Filenames	Codes
				'Puntare all'Alchimia Audiovisiva' fu presentato da Jim Guthrie, Kris Piotrowski & da un rappresentante di Superbrothers al Gamercamp di Toronto.					
				Effettivamente ci volle un po' di più per finire il tutto.					
				Un nuovo filmato intitolato 'Procedura di Calibrazione del Pubblico' fu postato giovedì 24 febbraio 2011 per smuovere le acque in vista del lancio.					
				S:S&S EP divenne infine disponibile per iPad intono all'equinozio invernale del 2011, poco prima della fine del mondo.					
				Mettemmo in piedi il MIDSUMMER ROCKSHOWCASE a Toronto presso il TIFF Lightbox, con materiale su S&S di Jim Guthrie - è stato stupendo!					
				S:S&S EP fu infine lanciato per iPhone & iPod Touch, ed il giubilo fu grandissimo.					
				Nei mesi che seguirono il lancio alcuni di noi si sposarono & alcuni ruppero & tutti quanti andammo avanti con le nostre vite.					
				A Jim Guthrie fu chiesto di creare la colonna sonora del film documentario Indie Game: The Movie aka @indiegamemovie.					
				Capy è già alle prese con la creazione del prossimo lotto di videogame, che include l'allucinante SUPER T.I.M.E. FORCE.					
				Lo staff di Superbrothers Inc si sta prendendo un po' di tempo per sognare nuovi sogni, fai un salto sul TELETEX per tenerti in contatto.					
				S:S&S EP è stato scelto tra i  '10 Migliori Videogame del 2011' di Time Magazine assieme ad opere AAA come Dark Souls & Skyrim - wow!					
				La colonna sonora di Jim Guthrie è stata premiata come 'Miglior Musica di un Videogioco del 2011' da  Kirk Hamilton aka @kirkhamilton di Kotaku.					
				Secondo Co.Design & Syzygy, la tempesta di twitt su S:S&S EP 'sworcery' è stata 'uno dei più grandi eventi di internet del 2011'.					
				S:S&S EP ha vinto il Game Developer's Choice Award al GDC 2012, battendo opere AAA... il che è stato dannatamente stupendo.					
				Jim Guthrie ha pubblicato un nuovo disco intitolato 'The Children of the Clone' contente alcuni capolavori perduti in chiave di S:S&S EP.					
				Dopo di questo la storia diventa un po' confusa, quindi sintonizzatevi su swordandsworcery.com per saperne di più.					
				È stata una cavalcata dannatamente positiva, speriamo che possiate continuare a godervela.					
				Assicuratevi di fare un salto sul TELETEX BULLETIN su superbrothers.ca per avere le ultime notizie dallo staff di Superbrothers inc.					
				* * * COS'È S:S&S EP? * * *					
				S:S&S EP è inteso come un esperimento coraggioso nel Cinema Input Output, qualunque cosa significhi.					
				S:S&S EP è un nuovo approccio ai videogiochi d'avventura della vecchia scuola, con un'enfasi sullo stile audiovisivo.					
				S:S&S EP è ispirato ai lavori dei creatori di videogame pioneristici come Shigeru Miyamoto, Jordan Mechner, Eric Chahi & Fumito Ueda.					
				S:S&S EP è un febbrile sogno famicom.			38	082.jpg	28B24
				S:S&S EP è stato costruito tenendo a mente la psicocosmologia mitopoietica delle storie di spada e stregoneria di Robert E. Howard.					
				S:S&S EP è un collegamento al passato.			167	083.jpg	18E3V
				S:S&S EP è un'opera prima & sì, è un po' sperimentale.					
				L'ideale estetico di S:S&S EP è 'l'archetipica avventura videogame'.					
				S:S&S EP fa continuamente riferimenti indiretti a Carl G. Jung & al suo affascinante 'Libro Rosso'.					
				S:S&S EP è una cosina elegante che non comprendo del tutto, ma che credo tutti dovrebbero giocare sui loro macchinari toccatronici o PC.					
				S: S&S EP è un grezzo haiku videoludico sulla vita, sull'amore & sulla morte.					
				S:S&S EP è un piatto prelibato di miti & sogni.					
				S:S&S EP è stato creato in vista di un pubblico vasto & colto.					
				S:S&S EP all'inizio si sarebbe dovuto chiamare 'Poopsock'. A dir la verità questo è vero.					
				* * * È FINITA * * *					
				E ora che succede con tutto questo? E quella folle trasmissione di che parlava? Cosa ci serberà il futuro?					
				Se volete ordinare stampe, abbigliamento, dischi & videogiochi o quant'altro allora cercateci su internet!					
				Se ti sta piacendo lo stile di divertimento audiovisivo offerto da S:S&S EP allora per favore passa parola!					
				Ora saremo amici cosmici per sempre, ok?			87	084.jpg	L8A48
